Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkMachineGunLicenseEnchantShootingSpeedDesc,progression,Perk,,,Strengthen the firing speed of machine gun weapons,,,,,,マシンガン兵器の発射速度を強化する,,,,,,强化机枪类武器的射击速度,強化機槍類武器的射擊速度,
perkMachineGunLicenseEnchantShootingDistanceName,progression,Perk,,,Machine gun: Enhanced range,,,,,,マシンガン：拡張範囲,,,,,,机枪：射程强化,機槍：射程強化,
perkMachineGunLicenseEnchantShootingDistanceDesc,progression,Perk,,,Strengthen the shooting range of machine gun weapons,,,,,,マシンガン兵器の射程距離を強化,,,,,,强化机枪类武器的射击距离,強化機槍類武器的射擊距離,
perkMachineGunLicenseEnchantEntityDamageName,progression,Perk,,,Machine gun: Physical damage enhancement,,,,,,マシンガン：物理的ダメージの強化,,,,,,机枪：实体伤害强化,機槍：實體傷害強化,
perkMachineGunLicenseEnchantEntityDamageDesc,progression,Perk,,,Strengthen the physical damage of machine gun weapons,,,,,,マシンガン兵器の強化された物理的ダメージ,,,,,,强化机枪类武器的实体伤害量,強化機槍類武器的實體傷害量,
perkMachineGunLicenseEnchantMagazineRank01Desc,progression,Perk,,,Magazine +100%,,,,,,マガジン+ 100％,,,,,,弹匣量+100%,彈匣量+100%,
perkMachineGunLicenseEnchantMagazineRank02Desc,progression,Perk,,,Magazine +300%,,,,,,マガジン+ 300％,,,,,,弹匣量+300%,彈匣量+300%,
perkMachineGunLicenseEnchantMagazineRank03Desc,progression,Perk,,,Magazine +500%,,,,,,マガジン+ 500％,,,,,,弹匣量+500%,彈匣量+500%,
perkMachineGunLicenseEnchantMagazineRank01LongDesc,progression,Perk,,,Increase the number of bullets loaded,,,,,,ロードされる弾丸の数を増やす,,,,,,增加子弹上膛的数量,增加子彈上膛的數量,
perkMachineGunLicenseEnchantReloadAmmoRank01Desc,progression,Perk,,,Bullet reload speed +50%,,,,,,弾丸のリロード速度+ 50％,,,,,,装填速度+50%,裝填速度+50%,
perkMachineGunLicenseEnchantReloadAmmoRank02Desc,progression,Perk,,,Bullet reload speed +100%,,,,,,弾丸のリロード速度+ 100％,,,,,,装填速度+100%,裝填速度+100%,
perkMachineGunLicenseEnchantReloadAmmoRank03Desc,progression,Perk,,,Bullet reload speed +200%,,,,,,弾丸のリロード速度+ 200％,,,,,,装填速度+200%,裝填速度+200%,
perkMachineGunLicenseEnchantReloadAmmoRank01LongDesc,progression,Perk,,,Speed up the loading speed of the bullet,,,,,,弾丸の装填速度をスピードアップ,,,,,,加速子弹上膛的速度,加速子彈上膛的速度,
perkMachineGunLicenseEnchantShootingSpeedRank01Desc,progression,Perk,,,Fire speed +40%,,,,,,発射速度+ 40％,,,,,,射击速度+40%,射擊速度+40%,
perkMachineGunLicenseEnchantShootingSpeedRank02Desc,progression,Perk,,,Fire speed +70%,,,,,,発射速度+ 70％,,,,,,射击速度+70%,射擊速度+70%,
perkMachineGunLicenseEnchantShootingSpeedRank03Desc,progression,Perk,,,Fire speed +100%,,,,,,発射速度+ 100％,,,,,,射击速度+100%,射擊速度+100%,
perkMachineGunLicenseEnchantShootingSpeedRank01LongDesc,progression,Perk,,,Accelerate the rate of continuous fire,,,,,,継続的な発砲の速度を加速する,,,,,,加速连续射击的速度,加速連續射擊的速度,
perkMachineGunLicenseEnchantShootingDistanceRank01Desc,progression,Perk,,,Fire distance +20%,,,,,,発射距離+ 20％,,,,,,射击距离+20%,射擊距離+20%,
perkMachineGunLicenseEnchantShootingDistanceRank02Desc,progression,Perk,,,Fire distance +40%,,,,,,発射距離+ 40％,,,,,,射击距离+40%,射擊距離+40%,
perkMachineGunLicenseEnchantShootingDistanceRank03Desc,progression,Perk,,,Fire distance +80%,,,,,,発射距離+ 80％,,,,,,射击距离+80%,射擊距離+80%,
perkMachineGunLicenseEnchantShootingDistanceRank01LongDesc,progression,Perk,,,Increase the maximum range and effective range,,,,,,最大範囲と有効範囲を増やす,,,,,,增加最大射程与有效射程,增加最大射程與有效射程,
perkMachineGunLicenseEnchantEntityDamageRank01Desc,progression,Perk,,,Physical damage +100%,,,,,,物理的ダメージ+ 100％,,,,,,实体伤害+100%,實體傷害+100%,
perkMachineGunLicenseEnchantEntityDamageRank02Desc,progression,Perk,,,Physical damage +300%,,,,,,物理的ダメージ+ 300％,,,,,,实体伤害+300%,實體傷害+300%,
perkMachineGunLicenseEnchantEntityDamageRank03Desc,progression,Perk,,,Physical damage +500%,,,,,,物理的ダメージ+ 500％,,,,,,实体伤害+500%,實體傷害+500%,
perkMachineGunLicenseEnchantEntityDamageRank01LongDesc,progression,Perk,,,Increase the amount of damage to the entity,,,,,,エンティティへのダメージの量を増やす,,,,,,增加对实体的伤害量,增加對實體的傷害量,

perkProjectorLicenseName,progression,Perk,,,Launcher license,,,,,,ランチャーのライセンス,,,,,,發射器证照,發射器證照,
perkProjectorLicenseDesc,progression,Perk,,,Proficiency certificate launcher\nRocket Launcher,,,,,,ランチャーの習熟度証明書\nRocket Launcher,,,,,,精通發射器的认定证书\nRocket Launcher,精通發射器的認定證書\nRocket Launcher,
perkProjectorLicenseRank1Desc,progression,Perk,,,"Physical Attack +1%, Block Attack +1%",,,,,,物理攻撃力 +1％、ブロック攻撃力 +1％,,,,,,增加实体攻击力1%，增加方块攻击力1%,增加實體攻擊力1%，增加方塊攻擊力1%,
perkProjectorLicenseRank1LongDesc,progression,Perk,,,After obtaining the basis of a certificate given bonus.,,,,,,証明書取得後に付与される基本ボーナス。,,,,,,取得证书后所给予的基础加成。,取得證書後所給予的基礎加成。,
perkProjectorLicenseEnchantMagazineName,progression,Perk,,,Launcher: Enhanced magazine,,,,,,ランチャー：強化弾薬,,,,,,發射器：弹匣强化,發射器：彈匣強化,
perkProjectorLicenseEnchantMagazineDesc,progression,Perk,,,Strengthen amount launcher magazine type of weapon,,,,,,ランチャー兵器のマガジンサイズを改善する,,,,,,强化發射器类武器的弹匣量,強化發射器類武器的彈匣量,
perkProjectorLicenseEnchantReloadAmmoName,progression,Perk,,,Launcher: Reloading enhancement,,,,,,ランチャー：リロードの機能強化,,,,,,發射器：装填强化,發射器：裝填強化,
perkProjectorLicenseEnchantReloadAmmoDesc,progression,Perk,,,Strengthen the reload speed launcher type of weapon,,,,,,ランチャー兵器のリロード速度を改善する,,,,,,强化發射器类武器的装填速度,強化發射器類武器的裝填速度,
perkProjectorLicenseEnchantShootingSpeedName,progression,Perk,,,Launcher: shooting speed enhancement,,,,,,ランチャー：シュートスピードの向上,,,,,,發射器：射速强化,發射器：射速強化,
perkProjectorLicenseEnchantShootingSpeedDesc,progression,Perk,,,Strengthen the firing speed of launcher weapons,,,,,,ランチャー兵器の発射速度を強化する,,,,,,强化發射器类武器的射击速度,強化發射器類武器的射擊速度,
perkProjectorLicenseEnchantShootingDistanceName,progression,Perk,,,Launcher: Enhanced range,,,,,,ランチャー：拡張範囲,,,,,,發射器：射程强化,發射器：射程強化,
perkProjectorLicenseEnchantShootingDistanceDesc,progression,Perk,,,Strengthen the shooting range of launcher weapons,,,,,,ランチャー兵器の射程距離を強化,,,,,,强化發射器类武器的射击距离,強化發射器類武器的射擊距離,
perkProjectorLicenseEnchantDamageName,progression,Perk,,,Launcher: Damage enhancement,,,,,,ランチャー：ダメージの強化,,,,,,發射器：伤害强化,發射器：傷害強化,
perkProjectorLicenseEnchantDamageDesc,progression,Perk,,,Strengthen the damage of launcher weapons,,,,,,ランチャー兵器の強化されたダメージ,,,,,,强化發射器类武器的伤害量,強化發射器類武器的傷害量,
perkProjectorLicenseEnchantMagazineRank01Desc,progression,Perk,,,Magazine +100%,,,,,,マガジン+ 100％,,,,,,弹匣量+100%,彈匣量+100%,
perkProjectorLicenseEnchantMagazineRank02Desc,progression,Perk,,,Magazine +300%,,,,,,マガジン+ 300％,,,,,,弹匣量+300%,彈匣量+300%,
perkProjectorLicenseEnchantMagazineRank03Desc,progression,Perk,,,Magazine +500%,,,,,,マガジン+ 500％,,,,,,弹匣量+500%,彈匣量+500%,
perkProjectorLicenseEnchantMagazineRank01LongDesc,progression,Perk,,,Increase the number of bullets loaded,,,,,,ロードされる弾丸の数を増やす,,,,,,增加子弹上膛的数量,增加子彈上膛的數量,
perkProjectorLicenseEnchantReloadAmmoRank01Desc,progression,Perk,,,Bullet reload speed +50%,,,,,,弾丸のリロード速度+ 50％,,,,,,装填速度+50%,裝填速度+50%,
perkProjectorLicenseEnchantReloadAmmoRank02Desc,progression,Perk,,,Bullet reload speed +100%,,,,,,弾丸のリロード速度+ 100％,,,,,,装填速度+100%,裝填速度+100%,
perkProjectorLicenseEnchantReloadAmmoRank03Desc,progression,Perk,,,Bullet reload speed +200%,,,,,,弾丸のリロード速度+ 200％,,,,,,装填速度+200%,裝填速度+200%,
perkProjectorLicenseEnchantReloadAmmoRank01LongDesc,progression,Perk,,,Speed up the loading speed of the bullet,,,,,,弾丸の装填速度をスピードアップ,,,,,,加速子弹上膛的速度,加速子彈上膛的速度,
perkProjectorLicenseEnchantShootingSpeedRank01Desc,progression,Perk,,,Fire speed +40%,,,,,,発射速度+ 40％,,,,,,射击速度+40%,射擊速度+40%,
perkProjectorLicenseEnchantShootingSpeedRank02Desc,progression,Perk,,,Fire speed +70%,,,,,,発射速度+ 70％,,,,,,射击速度+70%,射擊速度+70%,
perkProjectorLicenseEnchantShootingSpeedRank03Desc,progression,Perk,,,Fire speed +100%,,,,,,発射速度+ 100％,,,,,,射击速度+100%,射擊速度+100%,
perkProjectorLicenseEnchantShootingSpeedRank01LongDesc,progression,Perk,,,Accelerate the rate of continuous fire,,,,,,継続的な発砲の速度を加速する,,,,,,加速连续射击的速度,加速連續射擊的速度,
perkProjectorLicenseEnchantShootingDistanceRank01Desc,progression,Perk,,,Fire distance +20%,,,,,,発射距離+ 20％,,,,,,射击距离+20%,射擊距離+20%,
perkProjectorLicenseEnchantShootingDistanceRank02Desc,progression,Perk,,,Fire distance +40%,,,,,,発射距離+ 40％,,,,,,射击距离+40%,射擊距離+40%,
perkProjectorLicenseEnchantShootingDistanceRank03Desc,progression,Perk,,,Fire distance +80%,,,,,,発射距離+ 80％,,,,,,射击距离+80%,射擊距離+80%,
perkProjectorLicenseEnchantShootingDistanceRank01LongDesc,progression,Perk,,,Increase the maximum range and effective range,,,,,,最大範囲と有効範囲を増やす,,,,,,增加最大射程与有效射程,增加最大射程與有效射程,
perkProjectorLicenseEnchantDamageRank01Desc,progression,Perk,,,"Physical damage +100%, Block damage +100%",,,,,,物理的ダメージ+ 100％、ブロックダメージ+ 100％,,,,,,实体伤害+100%，方块伤害+100%,實體傷害+100%，方塊傷害+100%,
perkProjectorLicenseEnchantDamageRank02Desc,progression,Perk,,,"Physical damage +300%, Block damage +300%",,,,,,物理的ダメージ+ 300％、ブロックダメージ+ 300％,,,,,,实体伤害+300%，方块伤害+300%,實體傷害+300%，方塊傷害+300%,
perkProjectorLicenseEnchantDamageRank03Desc,progression,Perk,,,"Physical damage +500%, Block damage +500%",,,,,,物理的ダメージ+ 500％、ブロックダメージ+ 500％,,,,,,实体伤害+500%，方块伤害+500%,實體傷害+500%，方塊傷害+500%,
perkProjectorLicenseEnchantDamageRank01LongDesc,progression,Perk,,,Increase the amount of damage to entities and the amount of damage to blocks,,,,,,エンティティへのダメージ量とブロックへのダメージ量を増やします,,,,,,增加对实体的伤害量与方块的伤害量,增加對實體的傷害量與方塊的傷害量,

perkBowLicenseName,progression,Perk,,,Bow license,,,,,,弓のライセンス,,,,,,弓证照,弓證照,
perkBowLicenseDesc,progression,Perk,,,"Proficiency certificate bow\nPrimitive Bow, Wooden Bow, Compound Bow, Iron Crossbow, Compound Crossbow",,,,,,"弓の習熟度証明書\nPrimitive Bow, Wooden Bow, Compound Bow, Iron Crossbow, Compound Crossbow",,,,,,"精通弓的认定证书\nPrimitive Bow, Wooden Bow, Compound Bow, Iron Crossbow, Compound Crossbow","精通弓的認定證書\nPrimitive Bow, Wooden Bow, Compound Bow, Iron Crossbow, Compound Crossbow",
perkBowLicenseRank1Desc,progression,Perk,,,"Physical Attack +1%, Block Attack +1%",,,,,,物理攻撃力 +1％、ブロック攻撃力 +1％,,,,,,增加实体攻击力1%，增加方块攻击力1%,增加實體攻擊力1%，增加方塊攻擊力1%,
perkBowLicenseRank1LongDesc,progression,Perk,,,After obtaining the basis of a certificate given bonus.,,,,,,証明書取得後に付与される基本ボーナス。,,,,,,取得证书后所给予的基础加成。,取得證書後所給予的基礎加成。,
perkBowLicenseEnchantReloadAmmoName,progression,Perk,,,Bow: Reloading enhancement,,,,,,弓：リロードの機能強化,,,,,,弓：装填强化,弓：裝填強化,
perkBowLicenseEnchantReloadAmmoDesc,progression,Perk,,,Strengthen the reload speed bow type of weapon,,,,,,弓兵器のリロード速度を改善する,,,,,,强化弓类武器的装填速度,強化弓類武器的裝填速度,
perkBowLicenseEnchantShootingSpeedName,progression,Perk,,,Bow: shooting speed enhancement,,,,,,弓：シュートスピードの向上,,,,,,弓：射速强化,弓：射速強化,
perkBowLicenseEnchantShootingSpeedDesc,progression,Perk,,,Strengthen the firing speed of bow weapons,,,,,,弓兵器の発射速度を強化する,,,,,,强化弓类武器的射击速度,強化弓類武器的射擊速度,
perkBowLicenseEnchantAimingSpeedName,progression,Perk,,,Bow: precise enhancement,,,,,,弓：正確な強化,,,,,,弓：精准强化,弓：精準強化,
perkBowLicenseEnchantAimingSpeedDesc,progression,Perk,,,Strengthen bow weapon shooting accuracy,,,,,,弓の射撃精度を向上させる,,,,,,强化弓类武器的射击精准度,強化弓類武器的射擊精準度,
perkBowLicenseEnchantEntityDamageName,progression,Perk,,,Bow: Physical damage enhancement,,,,,,弓：物理的ダメージの強化,,,,,,弓：实体伤害强化,弓：實體傷害強化,
perkBowLicenseEnchantEntityDamageDesc,progression,Perk,,,Strengthen the physical damage of bow weapons,,,,,,弓兵器の強化された物理的ダメージ,,,,,,强化弓类武器的实体伤害量,強化弓類武器的實體傷害量,
perkBowLicenseEnchantReloadAmmoRank01Desc,progression,Perk,,,Bullet reload speed +50%,,,,,,弾丸のリロード速度+ 50％,,,,,,装填速度+50%,裝填速度+50%,
perkBowLicenseEnchantReloadAmmoRank02Desc,progression,Perk,,,Bullet reload speed +100%,,,,,,弾丸のリロード速度+ 100％,,,,,,装填速度+100%,裝填速度+100%,
perkBowLicenseEnchantReloadAmmoRank03Desc,progression,Perk,,,Bullet reload speed +200%,,,,,,弾丸のリロード速度+ 200％,,,,,,装填速度+200%,裝填速度+200%,
perkBowLicenseEnchantReloadAmmoRank01LongDesc,progression,Perk,,,Speed up the loading speed of the bullet,,,,,,弾丸の装填速度をスピードアップ,,,,,,加速子弹上膛的速度,加速子彈上膛的速度,
perkBowLicenseEnchantShootingSpeedRank01Desc,progression,Perk,,,Fire speed +40%,,,,,,発射速度+ 40％,,,,,,射击速度+40%,射擊速度+40%,
perkBowLicenseEnchantShootingSpeedRank02Desc,progression,Perk,,,Fire speed +70%,,,,,,発射速度+ 70％,,,,,,射击速度+70%,射擊速度+70%,
perkBowLicenseEnchantShootingSpeedRank03Desc,progression,Perk,,,Fire speed +100%,,,,,,発射速度+ 100％,,,,,,射击速度+100%,射擊速度+100%,
perkBowLicenseEnchantShootingSpeedRank01LongDesc,progression,Perk,,,Accelerate the rate of continuous fire,,,,,,継続的な発砲の速度を加速する,,,,,,加速连续射击的速度,加速連續射擊的速度,
perkBowLicenseEnchantAimingSpeedRank01Desc,progression,Perk,,,Sight focus speed +100%\nShooting error when aiming-26%\nShooting error when sneaking-26%\nShooting error when walking-26%,,,,,,サイトフォーカス速度+ 100％\n照準時の射撃エラー-26％\nこっそりと撮影エラー-26％\n歩行時の射撃エラー-26％,,,,,,准星集中速度+100%\n瞄准时的射击误差-26%\n潜行时的射击误差-26%\n走路时的射击误差-26%,準星集中速度+100%\n瞄準時的射擊誤差-26%\n潛行時的射擊誤差-26%\n走路時的射擊誤差-26%,
